position_id,client_id,fund_id,as_of,invested_eur,units,avg_cost,last_nav,market_value_eur,pnl_eur,n_txs,first_date,last_tx_date
C0006_LU0303706948_2026-01-01,C0006,LU0303706948,2026-01-01,23742.95,305.69561905,77.66859752123753,108.40888316297372,33140.12064902437,9397.17064902437,10,2023-08-23,2025-11-23
C0007_ES0110119031_2026-01-01,C0007,ES0110119031,2026-01-01,13178.19,133.45775641,98.74427949706308,78.79464380228688,10515.75637897832,-2662.4336210216807,17,2023-02-24,2025-10-19
C0007_IE00BD0NCN62_2026-01-01,C0007,IE00BD0NCN62,2026-01-01,466.45,4.51352368,103.34497680091933,89.26728788062395,402.9100176985732,-63.53998230142679,1,2023-02-27,2023-02-27
C0007_IE00BYX5M476_2026-01-01,C0007,IE00BYX5M476,2026-01-01,8986.32,79.76917331,112.65404450259558,111.60177190709119,8902.381084959847,-83.938915040153,8,2023-09-04,2025-10-29
C0008_IE00BD0NCN62_2026-01-01,C0008,IE00BD0NCN62,2026-01-01,6965.2699999999995,71.72009806999999,97.1174076365844,89.26728788062395,6402.258641241272,-563.0113587587275,19,2023-05-24,2025-11-24
C0008_IE00BYX5NK04_2026-01-01,C0008,IE00BYX5NK04,2026-01-01,920.03,15.81413715,58.177691977333076,63.40112932206645,1002.6341545640454,82.60415456404542,1,2025-05-07,2025-05-07
C0008_LU0996175948_2026-01-01,C0008,LU0996175948,2026-01-01,2022.4899999999998,17.08411609,118.3842341825248,110.93442911844026,1895.2166654373098,-127.27333456269002,2,2024-05-25,2025-01-01
C0009_ES0110119031_2026-01-01,C0009,ES0110119031,2026-01-01,305.72,2.32626027,131.42123602532232,78.79464380228688,183.29684936606174,-122.42315063393829,1,2024-01-28,2024-01-28
C0009_IE00BYX5M476_2026-01-01,C0009,IE00BYX5M476,2026-01-01,2551.95,22.88388873,111.51732251933564,111.60177190709119,2553.8825303927147,1.9325303927148525,7,2023-10-02,2025-12-02
C0009_LU0252964944_2026-01-01,C0009,LU0252964944,2026-01-01,1943.06,18.29572996,106.20292299067142,158.79102624545905,2905.1977362581915,962.1377362581916,5,2023-01-25,2024-02-03
C0009_LU0996175948_2026-01-01,C0009,LU0996175948,2026-01-01,908.28,7.087893660000001,128.14526339832247,110.93442911844026,786.2914368243122,-121.98856317568777,4,2024-12-03,2025-12-30
C0010_ES0172242002_2026-01-01,C0010,ES0172242002,2026-01-01,991.61,8.43840166,117.51159045918182,120.57998917303662,1017.5023808005343,25.892380800534283,4,2023-09-22,2025-10-01
C0010_IE00BD0NCN62_2026-01-01,C0010,IE00BD0NCN62,2026-01-01,2461.35,26.76739189,91.95329937690093,89.26728788062395,2389.452477658109,-71.89752234189109,8,2023-04-05,2025-12-21
C0010_LU0303706948_2026-01-01,C0010,LU0303706948,2026-01-01,668.72,7.9541540699999995,84.07179369609571,108.40888316297372,862.3009592349218,193.5809592349218,2,2024-07-28,2025-11-24
C0011_ES0110119031_2026-01-01,C0011,ES0110119031,2026-01-01,28042.27,276.7850712,101.31424313610162,78.79464380228688,21809.181094994616,-6233.088905005385,8,2023-09-16,2025-05-20
C0011_IE00BD0NCN62_2026-01-01,C0011,IE00BD0NCN62,2026-01-01,4019.36,43.13552165,93.179816685954,89.26728788062395,3850.591029011437,-168.76897098856307,2,2023-07-02,2025-05-08
C0011_IE00BYX5NK04_2026-01-01,C0011,IE00BYX5NK04,2026-01-01,1547.4,28.03373357,55.19778505906661,63.40112932206645,1777.3703674519256,229.97036745192554,1,2025-03-03,2025-03-03
C0011_LU0252964944_2026-01-01,C0011,LU0252964944,2026-01-01,55667.54,495.21324347,112.41125057547525,158.79102624545905,78635.41914094368,22967.879140943674,17,2023-01-16,2025-11-28
C0011_LU0996175948_2026-01-01,C0011,LU0996175948,2026-01-01,25548.89,213.67490093,119.56898020685091,110.93442911844026,23703.903151608833,-1844.9868483911669,7,2023-01-27,2025-11-04
C0011_LU2349459045_2026-01-01,C0011,LU2349459045,2026-01-01,13449.810000000001,145.86502878,92.20722823347597,87.56743885826684,12773.026989251983,-676.7830107480186,5,2023-12-23,2025-12-15
C0012_ES0172242002_2026-01-01,C0012,ES0172242002,2026-01-01,12140.36,104.36079674,116.33065652273594,120.57998917303662,12583.823740998676,443.46374099867535,5,2023-01-25,2025-09-02
C0012_IE00BD0NCN62_2026-01-01,C0012,IE00BD0NCN62,2026-01-01,26694.75,282.88895401,94.36476617979346,89.26728788062395,25252.729695859263,-1442.0203041407367,12,2023-01-28,2025-12-26
C0012_LU0303706948_2026-01-01,C0012,LU0303706948,2026-01-01,12469.91,167.75554932,74.33381518851087,108.40888316297372,18186.191746172357,5716.281746172357,4,2024-07-31,2025-07-04
C0012_LU0996175948_2026-01-01,C0012,LU0996175948,2026-01-01,58919.19,552.23284784,106.6926573282559,110.93442911844026,61261.63571558089,2342.445715580885,12,2023-02-13,2025-11-20
C0013_ES0110119031_2026-01-01,C0013,ES0110119031,2026-01-01,3465.4,33.1275638,104.60775265339615,78.79464380228688,2610.274589658533,-855.1254103414672,9,2023-07-25,2025-07-02
C0013_IE00BYX5M476_2026-01-01,C0013,IE00BYX5M476,2026-01-01,1658.45,16.72425075,99.16438259573452,111.60177190709119,1866.4560175184988,208.00601751849877,5,2023-02-07,2023-08-24
C0013_LU0303706948_2026-01-01,C0013,LU0303706948,2026-01-01,711.22,8.66476029,82.08190142557308,108.40888316297372,939.3369859137844,228.11698591378433,3,2023-06-26,2024-12-25
C0014_ES0110119031_2026-01-01,C0014,ES0110119031,2026-01-01,1726.99,17.37347943,99.40380721997954,78.79464380228688,1368.937123293208,-358.05287670679195,4,2023-04-29,2025-09-01
C0014_ES0172242002_2026-01-01,C0014,ES0172242002,2026-01-01,2702.06,25.391947560000002,106.41405089606289,120.57998917303662,3061.760761867114,359.7007618671141,3,2023-02-04,2025-01-21
C0014_IE00BFPM9N11_2026-01-01,C0014,IE00BFPM9N11,2026-01-01,43993.11,346.86617758,126.83020958379139,152.0563449742177,52743.203157992735,8750.093157992735,29,2023-02-20,2025-11-30
C0014_IE00BYX5M476_2026-01-01,C0014,IE00BYX5M476,2026-01-01,3126.25,26.79999915,116.65112310274084,111.60177190709119,2990.927392248538,-135.32260775146187,3,2024-10-19,2025-07-30
C0015_ES0110119031_2026-01-01,C0015,ES0110119031,2026-01-01,802.05,9.825442279999999,81.62991315236754,78.79464380228688,774.1922246525295,-27.857775347470465,2,2024-05-31,2025-11-24
C0015_IE00BD0NCN62_2026-01-01,C0015,IE00BD0NCN62,2026-01-01,1258.8,13.16491131,95.61781088823757,89.26728788062395,1175.1959278326524,-83.60407216734757,4,2023-01-22,2025-07-06
C0015_IE00BYX5M476_2026-01-01,C0015,IE00BYX5M476,2026-01-01,659.57,5.30206,124.39881857240394,111.60177190709119,591.719290757712,-67.85070924228808,1,2024-07-01,2024-07-01
C0015_LU0996175948_2026-01-01,C0015,LU0996175948,2026-01-01,595.64,4.60074101,129.4661009401179,110.93442911844026,510.3805774661463,-85.2594225338537,3,2023-07-07,2025-01-27
C0015_LU2349459045_2026-01-01,C0015,LU2349459045,2026-01-01,4930.44,50.08492002,98.44160673574336,87.56743885826684,4385.808171572535,-544.6318284274648,7,2023-01-01,2025-02-16
C0016_IE00BYX5M476_2026-01-01,C0016,IE00BYX5M476,2026-01-01,4579.02,43.20181627,105.99137710744216,111.60177190709119,4821.399245336602,242.37924533660134,11,2023-03-25,2025-10-30
C0016_LU0303706948_2026-01-01,C0016,LU0303706948,2026-01-01,5210.88,62.115897610000005,83.88963535095246,108.40888316297372,6733.915086565729,1523.0350865657292,11,2023-01-17,2025-12-02
C0017_ES0172242002_2026-01-01,C0017,ES0172242002,2026-01-01,5960.46,52.201493230000004,114.18179119394512,120.57998917303662,6294.455488489745,333.9954884897452,14,2023-02-23,2025-08-20
C0017_LU0996175948_2026-01-01,C0017,LU0996175948,2026-01-01,2037.9299999999998,17.29766341,117.8153344585169,110.93442911844026,1918.9064154712826,-119.02358452871727,6,2023-05-14,2025-11-03
C0018_ES0172242002_2026-01-01,C0018,ES0172242002,2026-01-01,8685.11,73.72311818,117.80714400596452,120.57998917303662,8889.5327919469,204.42279194689945,5,2023-09-21,2025-10-22
C0018_IE00BYX5M476_2026-01-01,C0018,IE00BYX5M476,2026-01-01,18400.14,169.21393154,108.73891902718685,111.60177190709119,18884.574591229226,484.4345912292265,15,2023-02-11,2025-11-26
C0018_IE00BYX5NK04_2026-01-01,C0018,IE00BYX5NK04,2026-01-01,11456.11,170.27384153,67.28050472733115,63.40112932206645,10795.55384700858,-660.5561529914212,10,2023-01-03,2025-12-17
C0018_LU0303706948_2026-01-01,C0018,LU0303706948,2026-01-01,979.25,12.11994155,80.79659427070422,108.40888316297372,1313.9093274360207,334.6593274360207,2,2023-12-02,2024-01-27
C0019_LU0252964944_2026-01-01,C0019,LU0252964944,2026-01-01,224.59,1.89982911,118.21589574443357,158.79102624545905,301.67581406789714,77.08581406789713,1,2024-08-21,2024-08-21
C0019_LU0303706948_2026-01-01,C0019,LU0303706948,2026-01-01,985.69,13.8898199,70.96492302250802,108.40888316297372,1505.7798626938475,520.0898626938474,1,2025-01-05,2025-01-05
C0019_LU0996175948_2026-01-01,C0019,LU0996175948,2026-01-01,4247.5599999999995,33.30564833,127.53272231527222,110.93442911844026,3694.743083908083,-552.8169160919165,11,2023-10-22,2025-06-28
C0020_IE00BD0NCN62_2026-01-01,C0020,IE00BD0NCN62,2026-01-01,1024.8,10.12476251,101.2171889452052,89.26728788062395,903.8100897031188,-120.98991029688113,5,2023-01-27,2025-01-03
C0020_IE00BFPM9N11_2026-01-01,C0020,IE00BFPM9N11,2026-01-01,1762.76,16.97198781,103.86290749993178,152.0563449742177,2580.6984333355776,817.9384333355777,6,2023-01-24,2025-11-26
C0020_IE00BYX5M476_2026-01-01,C0020,IE00BYX5M476,2026-01-01,225.19,2.0676938,108.90877556435098,111.60177190709119,230.7582918413066,5.568291841306603,1,2024-11-04,2024-11-04
C0020_LU0996175948_2026-01-01,C0020,LU0996175948,2026-01-01,1008.44,8.53029426,118.21866506162006,110.93442911844026,946.3033239454078,-62.13667605459227,2,2024-07-25,2024-12-07
C0020_LU2349459045_2026-01-01,C0020,LU2349459045,2026-01-01,5237.74,55.49317608,94.3852986977926,87.56743885826684,4859.395303436436,-378.34469656356396,6,2023-05-26,2025-05-04
C0021_IE00BD0NCN62_2026-01-01,C0021,IE00BD0NCN62,2026-01-01,6115.89,66.58473655,91.85123073074621,89.26728788062395,5943.838846064354,-172.05115393564665,14,2023-02-27,2025-12-02
C0022_ES0172242002_2026-01-01,C0022,ES0172242002,2026-01-01,1709.78,15.25972474,112.04527140114062,120.57998917303662,1840.017443932719,130.2374439327191,3,2023-05-01,2025-02-01
C0022_IE00BFPM9N11_2026-01-01,C0022,IE00BFPM9N11,2026-01-01,2276.02,18.67314537,121.88733900484812,152.0563449742177,2839.370234134436,563.350234134436,8,2023-03-19,2025-11-24
C0022_LU0252964944_2026-01-01,C0022,LU0252964944,2026-01-01,2290.0,20.0871833,114.00304192972641,158.79102624545905,3189.6644505876466,899.6644505876466,7,2023-01-25,2025-09-06
C0023_ES0172242002_2026-01-01,C0023,ES0172242002,2026-01-01,14538.92,128.29132788,113.32737949052398,120.57998917303662,15469.366926764893,930.4469267648929,7,2023-04-04,2025-12-01
C0023_LU0252964944_2026-01-01,C0023,LU0252964944,2026-01-01,10446.27,86.04351607,121.40682386225969,158.79102624545905,13662.938218522946,3216.6682185229456,9,2023-03-15,2025-09-12
C0023_LU0303706948_2026-01-01,C0023,LU0303706948,2026-01-01,6008.48,75.13902666,79.96483674439973,108.40888316297372,8145.737962163507,2137.2579621635077,8,2023-03-24,2025-06-03
C0024_IE00BYX5M476_2026-01-01,C0024,IE00BYX5M476,2026-01-01,2182.57,20.25257071,107.76755362331976,111.60177190709119,2260.2227769096557,77.65277690965559,6,2023-04-22,2025-12-25
C0024_IE00BYX5NK04_2026-01-01,C0024,IE00BYX5NK04,2026-01-01,3421.05,48.82800451,70.0632768906083,63.40112932206645,3095.750628476954,-325.2993715230464,9,2023-02-02,2024-11-19
C0024_LU0996175948_2026-01-01,C0024,LU0996175948,2026-01-01,2611.27,20.84617489,125.26374808707172,110.93442911844026,2312.558510725314,-298.71148927468585,7,2023-11-24,2025-05-01
C0025_IE00BD0NCN62_2026-01-01,C0025,IE00BD0NCN62,2026-01-01,2220.76,25.12626805,88.3839970018946,89.26728788062395,2242.953803385074,22.193803385073807,4,2024-02-23,2025-10-28
C0025_IE00BFPM9N11_2026-01-01,C0025,IE00BFPM9N11,2026-01-01,4317.55,34.99368579,123.38083007060115,152.0563449742177,5321.01195840362,1003.46195840362,11,2023-01-31,2025-10-21
C0025_IE00BYX5NK04_2026-01-01,C0025,IE00BYX5NK04,2026-01-01,929.08,14.481663099999999,64.15561483404487,63.40112932206645,918.1537950016976,-10.92620499830241,4,2023-07-21,2025-01-21
C0025_LU0996175948_2026-01-01,C0025,LU0996175948,2026-01-01,392.33,3.54313867,110.7295075188237,110.93442911844026,393.0560656439197,0.7260656439196964,1,2024-06-28,2024-06-28
C0026_ES0172242002_2026-01-01,C0026,ES0172242002,2026-01-01,474.83000000000004,4.04772835,117.30777338355723,120.57998917303662,488.07504061839336,13.245040618393318,2,2024-03-01,2025-03-27
C0026_IE00BD0NCN62_2026-01-01,C0026,IE00BD0NCN62,2026-01-01,2847.09,29.101579909999998,97.83283274670843,89.26728788062395,2597.8191116069524,-249.2708883930477,7,2023-07-24,2025-04-19
C0026_LU0252964944_2026-01-01,C0026,LU0252964944,2026-01-01,6322.23,57.99525483,109.01288421841045,158.79102624545905,9209.126031822616,2886.8960318226164,12,2023-03-24,2025-11-20
C0027_ES0172242002_2026-01-01,C0027,ES0172242002,2026-01-01,551.44,4.7393621,116.35321133196386,120.57998917303662,571.4722307051002,20.03223070510012,1,2025-10-22,2025-10-22
C0027_IE00BYX5NK04_2026-01-01,C0027,IE00BYX5NK04,2026-01-01,2860.58,46.82071826,61.096457002537235,63.40112932206645,2968.4864133542983,107.90641335429837,2,2024-02-23,2024-07-26
C0027_LU0252964944_2026-01-01,C0027,LU0252964944,2026-01-01,2052.16,18.80433967,109.13225542686656,158.79102624545905,2985.960394067497,933.8003940674971,4,2023-04-27,2025-07-24
C0027_LU0996175948_2026-01-01,C0027,LU0996175948,2026-01-01,9541.75,79.07641576,120.66492782069919,110.93442911844026,8772.297039068033,-769.452960931967,9,2023-03-05,2025-04-20
C0027_LU2349459045_2026-01-01,C0027,LU2349459045,2026-01-01,23909.33,248.77236355,96.10926896706731,87.56743885826684,21784.358734791156,-2124.9712652088456,16,2023-01-27,2025-11-26
C0028_ES0110119031_2026-01-01,C0028,ES0110119031,2026-01-01,171.01,1.99270808,85.81788858908024,78.79464380228688,157.014723365539,-13.995276634460993,1,2025-05-30,2025-05-30
C0028_ES0172242002_2026-01-01,C0028,ES0172242002,2026-01-01,518.86,4.45740229,116.40412200712537,120.57998917303662,537.4735198680687,18.613519868068693,2,2023-05-18,2025-09-25
C0028_IE00BYX5NK04_2026-01-01,C0028,IE00BYX5NK04,2026-01-01,3295.63,57.88465434,56.93443344486939,63.40112932206645,3669.952455573455,374.32245557345504,7,2023-02-20,2025-11-28
C0028_LU2349459045_2026-01-01,C0028,LU2349459045,2026-01-01,1215.87,12.94064305,93.95746372897597,87.56743885826684,1133.1789690675307,-82.69103093246918,1,2024-01-04,2024-01-04
C0029_LU0996175948_2026-01-01,C0029,LU0996175948,2026-01-01,5523.5599999999995,47.72098891,115.7469726877879,110.93442911844026,5293.900661698269,-229.6593383017307,16,2023-10-03,2025-11-25
C0030_IE00BYX5NK04_2026-01-01,C0030,IE00BYX5NK04,2026-01-01,5973.110000000001,91.92707877,64.9766105909296,63.40112932206645,5828.280609296559,-144.82939070344128,13,2023-06-25,2025-08-06
C0030_LU0303706948_2026-01-01,C0030,LU0303706948,2026-01-01,2647.62,28.71894698,92.19070608138293,108.40888316297372,3113.388967718457,465.76896771845713,7,2023-02-22,2025-06-19
C0030_LU2349459045_2026-01-01,C0030,LU2349459045,2026-01-01,148.95,1.54117057,96.64731659131019,87.56743885826684,134.95635965863525,-13.993640341364738,1,2023-04-28,2023-04-28
C0031_ES0110119031_2026-01-01,C0031,ES0110119031,2026-01-01,2587.58,29.51306103,87.67575811162818,78.79464380228688,2325.471131374004,-262.1088686259959,6,2023-10-01,2025-10-28
C0031_IE00BFPM9N11_2026-01-01,C0031,IE00BFPM9N11,2026-01-01,11579.12,92.12590811,125.68798764159071,152.0563449742177,14008.328864637238,2429.2088646372376,21,2023-01-09,2025-11-20
C0032_ES0110119031_2026-01-01,C0032,ES0110119031,2026-01-01,6965.28,63.30755824,110.02288184286793,78.79464380228688,4988.296501513332,-1976.9834984866675,11,2023-02-26,2025-08-24
C0032_IE00BYX5M476_2026-01-01,C0032,IE00BYX5M476,2026-01-01,539.9300000000001,5.16041824,104.62911626325854,111.60177190709119,575.911819365673,35.98181936567289,2,2023-09-07,2024-06-02
C0032_IE00BYX5NK04_2026-01-01,C0032,IE00BYX5NK04,2026-01-01,2358.3199999999997,31.20005025,75.58705774840858,63.40112932206645,1978.1184207552217,-380.20157924477803,3,2023-03-08,2025-11-22
C0032_LU0303706948_2026-01-01,C0032,LU0303706948,2026-01-01,309.38,3.70293,83.55005360619833,108.40888316297372,401.4305057306703,92.0505057306703,1,2023-07-25,2023-07-25
C0033_IE00BD0NCN62_2026-01-01,C0033,IE00BD0NCN62,2026-01-01,2694.0,27.97077643,96.31480937763871,89.26728788062395,2496.875351821381,-197.12464817861883,6,2023-02-23,2025-11-20
C0033_IE00BFPM9N11_2026-01-01,C0033,IE00BFPM9N11,2026-01-01,4012.64,42.19641621,95.09433170888708,152.0563449742177,6416.232819903432,2403.592819903432,6,2023-02-06,2025-11-24
C0033_LU0303706948_2026-01-01,C0033,LU0303706948,2026-01-01,2551.89,31.931538949999997,79.91753870666481,108.40888316297372,3461.662475244494,909.7724752444942,6,2023-04-28,2025-06-29
C0034_ES0110119031_2026-01-01,C0034,ES0110119031,2026-01-01,1313.0500000000002,12.82379628,102.39167648411834,78.79464380228688,1010.4464600756916,-302.6035399243086,4,2023-06-18,2025-02-18
C0034_IE00BYX5NK04_2026-01-01,C0034,IE00BYX5NK04,2026-01-01,2472.15,42.25884063,58.500185124458774,63.40112932206645,2679.258219783226,207.1082197832261,4,2024-04-19,2025-08-18
C0034_LU0252964944_2026-01-01,C0034,LU0252964944,2026-01-01,9170.16,78.99267886,116.0887329350157,158.79102624545905,12543.328542057377,3373.1685420573776,17,2023-06-02,2025-12-05
C0035_ES0110119031_2026-01-01,C0035,ES0110119031,2026-01-01,9223.55,99.52929315,92.67171209685215,78.79464380228688,7842.375201647642,-1381.1747983523574,2,2023-01-24,2025-05-26
C0035_ES0172242002_2026-01-01,C0035,ES0172242002,2026-01-01,42194.119999999995,383.37122675,110.06073762420147,120.57998917303662,46226.898370768766,4032.7783707687704,13,2023-01-23,2025-08-17
C0035_IE00BD0NCN62_2026-01-01,C0035,IE00BD0NCN62,2026-01-01,15821.640000000001,162.13276611,97.58446968866065,89.26728788062395,14473.152307223241,-1348.48769277676,3,2023-04-27,2024-05-30
C0035_IE00BFPM9N11_2026-01-01,C0035,IE00BFPM9N11,2026-01-01,83943.85,671.0043085,125.10180476732364,152.0563449742177,102030.46261246239,18086.612612462384,25,2023-01-28,2025-12-29
C0035_IE00BYX5NK04_2026-01-01,C0035,IE00BYX5NK04,2026-01-01,8426.81,159.70092066,52.76619549326522,63.40112932206645,10125.218723617734,1698.4087236177347,1,2024-10-01,2024-10-01
C0035_LU0303706948_2026-01-01,C0035,LU0303706948,2026-01-01,11406.02,139.39805005,81.82338272241851,108.40888316297372,15111.986921016813,3705.966921016812,3,2023-01-03,2024-01-25
C0036_ES0172242002_2026-01-01,C0036,ES0172242002,2026-01-01,2947.0,24.86463579,118.52174409026402,120.57998917303662,2998.177514349699,51.17751434969887,8,2023-09-05,2025-11-30
C0036_IE00BYX5M476_2026-01-01,C0036,IE00BYX5M476,2026-01-01,4301.62,38.89911438,110.58400862235774,111.60177190709119,4341.210090424611,39.590090424610935,10,2023-03-27,2025-12-05
C0037_ES0110119031_2026-01-01,C0037,ES0110119031,2026-01-01,5682.96,57.42240872,98.96763522601321,78.79464380228688,4524.578241361733,-1158.3817586382675,13,2023-05-10,2025-07-21
C0037_LU0252964944_2026-01-01,C0037,LU0252964944,2026-01-01,822.96,6.17604175,133.25039455894222,158.79102624545905,980.7000076173009,157.74000761730088,2,2024-12-24,2025-05-04
C0037_LU0303706948_2026-01-01,C0037,LU0303706948,2026-01-01,1266.78,15.45768485,81.95147024232416,108.40888316297372,1675.750350873719,408.9703508737191,2,2023-08-14,2023-08-20
C0038_IE00BFPM9N11_2026-01-01,C0038,IE00BFPM9N11,2026-01-01,1773.67,14.27831207,124.22126588244545,152.0563449742177,2171.1079457654564,397.43794576545633,4,2023-06-18,2025-07-31
C0038_LU0252964944_2026-01-01,C0038,LU0252964944,2026-01-01,6382.13,55.87786669,114.2157061114532,158.79102624545905,8872.903796112052,2490.773796112052,11,2023-03-23,2025-11-22
C0038_LU2349459045_2026-01-01,C0038,LU2349459045,2026-01-01,1819.4099999999999,19.00089524,95.75390933001113,87.56743885826684,1663.8597321810332,-155.55026781896663,3,2023-11-27,2025-10-25
C0039_IE00BFPM9N11_2026-01-01,C0039,IE00BFPM9N11,2026-01-01,827.76,5.69909199,145.2441900310509,152.0563449742177,866.5830976712409,38.82309767124093,1,2025-03-03,2025-03-03
C0039_LU0252964944_2026-01-01,C0039,LU0252964944,2026-01-01,4205.2,34.36841143,122.35654268062281,158.79102624545905,5457.395321395865,1252.195321395865,10,2023-02-24,2025-12-29
C0040_ES0110119031_2026-01-01,C0040,ES0110119031,2026-01-01,1062.83,10.7515431,98.85371710038534,78.79464380228688,847.1640088894353,-215.66599111056462,2,2024-08-24,2024-09-28
C0040_IE00BYX5M476_2026-01-01,C0040,IE00BYX5M476,2026-01-01,557.62,5.12432412,108.81825328410335,111.60177190709119,571.8836516182457,14.263651618245717,2,2025-06-01,2025-11-06
C0040_LU0252964944_2026-01-01,C0040,LU0252964944,2026-01-01,815.8499999999999,6.57148235,124.15007095012587,158.79102624545905,1043.492426310421,227.64242631042111,4,2024-01-24,2025-07-04
C0040_LU0996175948_2026-01-01,C0040,LU0996175948,2026-01-01,1284.58,12.87127437,99.80208354458378,110.93442911844026,1427.8674742627618,143.28747426276186,4,2023-09-01,2025-12-27
C0041_ES0172242002_2026-01-01,C0041,ES0172242002,2026-01-01,13212.66,112.69153118999999,117.24625498009439,120.57998917303662,13588.343610783118,375.68361078311864,9,2023-06-02,2025-10-03
C0041_IE00BD0NCN62_2026-01-01,C0041,IE00BD0NCN62,2026-01-01,6990.1,71.61229875000001,97.61032842141518,89.26728788062395,6392.635688309498,-597.4643116905027,5,2024-11-05,2025-09-06
